News#,	Title Content,	match,	Score,	Polarity
866,	COMMODORE CBU IN PACT FOR COMPUTER GRAPHICS,	0,	[],	Neutral
867,	BANK OF FRANCE BUYS DOLLARS  SELLS YEN - DEALERS,	0,	[],	Neutral
868,	STANDARD SRD REFERRING BP BP BID TO GROUP,	0,	[],	Neutral
869,	MULFORD SEES MORE BANK LOANS TO DEBTORS IN 1987,	0,	[],	Neutral
870,	ANCHOR GLASS AGLS NOW SEES HIGHER 1ST QTR NET,	0,	[],	Neutral
871,	MACNEAL-SCHWENDLER CORP MNS RAISES PAYOUT,	0,	[],	Neutral
872,	VISHAY VSH COMPLETES EXCHANGE OFFER,	0,	[],	Neutral
873,	CREDIT LYONNAIS UNIT HAS AUSTRALIAN DOLLAR BOND,	0,	[],	Neutral
874,	VIACOM INTERNATIONAL INC VIA SETS QUARTERLY,	0,	[],	Neutral
875,	WALT DISNEY ISSUES 60 MLN AUS DLR EUROBOND,	0,	[],	Neutral
876,	U.K. MONEY MARKET GETS 25 MLN STG LATE HELP,	0,	[],	Neutral
877,	IOMEGA IOMG IN SUPPLY AGREEMENT,	1,	[agreement],	Positive
878,	LIBYA ABANDONS CHAD STRONGHOLD AFTER DEFEATS,	1,	[defeats],	Positive
879,	ROY F. WESTON WSTNA DISTRIBUTING STATEMENT,	0,	[],	Neutral
880,	PHLCORP PHX HAS BREAKEVEN RESULTS,	0,	[],	Neutral
881,	MARSAM PHARMACEUTICALS INC IN INITIAL OFFERING,	0,	[],	Neutral
882,	STONE CONTAINER STO TO REDEEM DEBT,	0,	[redeem  debt],	Neutral
883,	FARM CREDIT SYSTEM REQUESTS U.S. CREDIT LINE,	0,	[],	Neutral
884,	OAKWOOD HOMES OH SELLS CONVERTIBLE DEBENTURES,	0,	[],	Neutral
885,	EMCO SETS 75 MLN DLR DEBENTURE OFFERING,	0,	[],	Neutral
886,	FISCHER-WATT TO SELL CONVERTIBLE PREFERRED,	0,	[],	Neutral
887,	FOOTE MINERAL TO MERGE INTO RIO TINTO,	0,	[],	Neutral
888,	ALUMINIUM SCRAP RECOVERY AND USAGE TO RISE,	0,	[scrap  recovery],	Neutral
889,	CROSS AND TRECKER CTCO BUYS AUTOMATION UNIT,	0,	[],	Neutral
890,	SALANT CORP SLT 1ST QTR FEB 28 NET,	0,	[],	Neutral
891,	CRAY CYR INSTALLS 22 MLN DLR COMPUTER,	0,	[],	Neutral
892,	HEALTHMATE INC HMTE 4TH QTR LOSS,	-1,	[loss],	Negative
893,	KEATING REVISES DOWN AUSTRALIAN GROWTH FORECAST,	0,	[],	Neutral
894,	VICON INDUSTRIES VII VOTES STAGGERED BOARD,	0,	[],	Neutral
895,	FRENCH STOCK BILL TO BE PRESENTED BEFORE JUNE,	0,	[],	Neutral
896,	GERMAN TAX CUT BILL TO GO BEFORE CABINET APRIL 1,	0,	[],	Neutral
897,	NATIONAL BANC OF COMMERCE CO NBCC SETS PAYOUT,	0,	[],	Neutral
898,	HARSCO CORP HSC SETS REGULAR PAYOUT,	0,	[],	Neutral
899,	MADAGASCAR COCOA PRODUCTION ESTIMATED HIGHER,	0,	[],	Neutral
900,	COMPUTER ASSOCIATES CA SETS TWO FOR ONE SPLIT,	-1,	[split],	Negative
901,	SWISS NET CAPITAL EXPORTS RISE IN 1986,	0,	[],	Neutral
902,	ST LAWRENCE SEAWAY OPENING STILL MARCH 31,	0,	[],	Neutral
903,	DUTCH GRAIN LEVY TEST CASE TO START IN APRIL,	0,	[],	Neutral
904,	IDB APPROVES TRADE  PROJECT LOANS TO MEMBERS,	0,	[],	Neutral
905,	Z-SEVEN FUND SEES HIGHER 1987 NET,	0,	[],	Neutral
906,	FRENCH STOCK BILL TO BE PRESENTED BEFORE JUNE,	0,	[],	Neutral
907,	JAGUAR OFFERS NEW LUXURY SEDAN,	1,	[luxury],	Positive
908,	SPANISH REFINER PLANS GASOLINE ADDITIVE PLANT,	0,	[],	Neutral
909,	WALL STREET STOCKS/U.S. OIL COMPANIES,	0,	[],	Neutral
910,	ROY F. WESTON INC WSTNA 4TH QTR NET,	0,	[],	Neutral
911,	MOBIL MOB TO UPGRADE REFINERY UNIT,	0,	[],	Neutral
912,	WARNER-LAMBERT WLA SUES MASON DISTRIBUTORS,	-1,	[sues],	Negative
913,	NOVA NOVX TO GET BRADYKININ ANTAGONIST PATENT,	-1,	[antagonist],	Negative
914,	BLOCKBUSTER BBEC TO ACQUIRE LICENSEE,	1,	[blockbuster],	Positive
915,	BRAZIL SOY HARVEST 13 PCT COMPLETE - NEWSLETTER,	0,	[],	Neutral
916,	CONTEL CTC TO BUY WALKER COUNTY TELEPHONE,	0,	[],	Neutral
917,	COMPUDYNE CDC SEES COSTS FROM CLEAN-UP STUDY,	0,	[],	Neutral
918,	REUTERS TO CARRY SEAQ TWO-WAY U.K. SHARE QUOTES,	0,	[],	Neutral
919,	MULFORD SAYS G-6 WANTS STABILITY,	1,	[stability],	Positive
920,	SYMBOL TECHNOLOGIES SMBL GETS CONTRACT,	0,	[],	Neutral
921,	THERMO PROCESS TPSI COMPLETES ACQUSITION,	0,	[],	Neutral
922,	SIEMENS RAISES STAKE IN TELECOM PLUS OF U.S.,	0,	[],	Neutral
923,	FRUEHAUF POSTS 20.3 MLN DLR 1986 LOSS,	-1,	[loss],	Negative
924,	MICHIGAN GENERAL MGL TO SELL KRESTMARK UNIT,	0,	[],	Neutral
925,	RABBIT SOFTWARE RABT TO MERGE WITH CTI DATA,	0,	[],	Neutral
926,	COMSTOCK GROUP INC CSTK 4TH QTR LOSS,	-1,	[loss],	Negative
927,	TIME TL SINKING FUND DEBENTURES YIELD 8.84 PCT,	-1,	[sinking],	Negative
928,	MITSUBISHI UNIT TO SUPPLY CELLULAR TELEPHONE SYSTEMS,	0,	[],	Neutral
929,	U.S. SENATE HITS EC OILS TAX  VOWS RETALIATION,	0,	[],	Neutral
930,	HEALTHMATE INC SAYS AUDITORS INTEND TO QUALIFY ITS FINANCIAL STATEMENTS,	1,	[qualify],	Positive
931,	SWEDISH BANK  U.S. FIRM PLAN U.K. STOCK VENTURE,	0,	[],	Neutral
932,	HARSCO CORP HSC SETS QUARTERLY,	0,	[],	Neutral
933,	MILASTAR CORP MILA 3RD QTR JAN 31 LOSS,	-1,	[loss],	Negative
934,	BDM BDM GETSW ARMY CONTRACT,	0,	[],	Neutral
935,	BANK OF BOSTON EXPECTS 1ST QTR EARNINGS FROM 90 CTS TO 1.00 DLRS/SHR VS 79 CTS,	0,	[],	Neutral
936,	BANK OF BOSTON BKB SEES IMPROVED 1ST QUARTER,	1,	[improved],	Positive
937,	LIBYA REPORTEDLY BOUGHT WHITE SUGAR,	0,	[],	Neutral
938,	USAIR GETS APPROVAL TO BUY 9 309 394 PIEDMONT SHARES IN TENDER,	2,	[approval  tender],	Positive
939,	FED EXPECTED TO ADD RESERVES,	0,	[],	Neutral
940,	WRIGHT SAYS HOUSE BUDGET COMMITTEE ON TARGET,	0,	[],	Neutral
941,	GE GE CREDIT SUES PHOENIX FINANCIAL PHFC,	-1,	[sues],	Negative
942,	DOLLAR/YEN INTERVENTION RESPONDS TO PRESSURE,	0,	[],	Neutral
943,	WALL STREET STOCKS/U.S. OIL COMPANIES,	0,	[],	Neutral
944,	MULFORD SAYS GERMANY  JAPAN HAVE NOT YET LIVED UP TO INTERNATIONAL COMMITMENTS,	0,	[],	Neutral
945,	ORIENTAL FEDERAL INITIAL OFFERING UNDER WAY,	0,	[],	Neutral
946,	FARMERS COMMODITIES TO CLEAR FUTURES FOR CO-OPS,	1,	[clear],	Positive
947,	FRANK B. HALL FBH DEBT MAY BE CUT BY MOODY'S,	-1,	[debt],	Negative
948,	NORCEN SEES IMPROVEMENT IN 1987 EARNINGS,	1,	[improvement],	Positive
949,	COCOA COUNCIL HEAD TO PRESENT BUFFER COMPROMISE,	0,	[],	Neutral
950,	SIEMENS REBUTTS U.S. CRITICISM ON CGCT OFFER,	-1,	[criticism],	Negative
951,	MULFORD DISAPPOINTED IN NEWLY INDUSTRIALIZED (NICS) EFFORTS TO STRENGTHEN CURRENCIES,	-1,	[disappointed],	Negative
952,	FORD F NEARS GM GM IN EXECUTIVE BONUSES,	1,	[bonuses],	Positive
953,	MULFORD SAYS GERMANY  JAPAN SHOULD DO MORE,	0,	[],	Neutral
954,	EC GRANTS EXPORT LICENCES 197 000 TONNES  FREE MARKET MAIZE  ZERO BARLEY - PARIS TRADERS,	1,	[free],	Positive
955,	PIER 1 IMPORTS PIR DECLARES STOCK SPLIT,	-1,	[split],	Negative
956,	RCM TECHNOLOGIES RCMT ORDER INCREASED,	0,	[],	Neutral
957,	LANCER CORP LACR 4TH QTR NET,	0,	[],	Neutral
958,	THERMO PROCESS TPSI WINS 1.5 MLN DLR CONTRACT,	1,	[wins],	Positive
959,	MACNEAL-SCHWENDLER CORP MNS 4TH QTR JAN 31 NET,	0,	[],	Neutral
960,	NICHOLS INSTITUTE LAB 1ST QTR FEB 28 NET,	0,	[],	Neutral
961,	FIRST MEDICAL DEVICES CORP FMDC YEAR LOSS,	-1,	[loss],	Negative
962,	FIRST MEDICAL FMDC GETS ORDER,	0,	[],	Neutral
963,	HEALTHMATE HMTE EXPECTS QUALIFIED OPINION,	1,	[qualified],	Positive
964,	BALLY BLY NAMES NEW CHIEF FINANCIAL OFFICER,	0,	[],	Neutral
965,	BRAZIL ASKS 60-DAY EXTENSION SHORT-TERM CREDIT,	0,	[],	Neutral
966,	HEALTHMATE INC HMTE 4TH QTR LOSS,	-1,	[loss],	Negative
967,	USAIR U CLEARED TO BUY PIEDMONT PIE SHARES,	1,	[cleared],	Positive
968,	FED SETS TWO BILLION DLR CUSTOMER REPURCHASE  FED SAYS,	0,	[],	Neutral
969,	HOUSE OF FABRICS INC HF 4TH QTR JAN 31 NET,	0,	[],	Neutral
970,	GERMAN RETAILERS EXPECT GOOD 1987,	1,	[good],	Positive
971,	GERMAN WAGE ROUND SAID TO LIMIT MONETARY OPTIONS,	-1,	[limit],	Negative
972,	FOREIGN FIRMS HOPE TO JOIN JAPAN TELECOM COMPANY,	0,	[],	Neutral
973,	SIEMENS RAISES STAKE IN TELECOM PLUS OF U.S.,	0,	[],	Neutral
974,	FIRST INTERSTATE SEEKS ACQUISITION,	0,	[],	Neutral
975,	ATLANTIC RESEARCH ATRC WINS MOTOR CONTRACT,	1,	[wins],	Positive
976,	THOMAS AND BETTS TNB FILES PATENT SUIT,	0,	[],	Neutral
977,	HOUSE OF FABRICS HF SEES RESULTS IMPROVING,	1,	[improving],	Positive
978,	U.S. SENATE HITS EC OILS TAX  VOWS RETALIATION,	0,	[],	Neutral
979,	CROP GENETICS INITIAL OFFERING UNDERWAY,	0,	[],	Neutral
980,	KODAK EK BUYS STAKE IN BIOTECHNOLOGY COMPANY,	0,	[],	Neutral
981,	AVERY AVY 1ST QTR FEB 28 NET,	0,	[],	Neutral
982,	FORD F CREDIT UNIT SELLS NEW ZEALAND DLR FRNS,	0,	[],	Neutral
983,	IONICS ION WINS 20-YEAR DESALINATION CONTRACT,	1,	[wins],	Positive
984,	FED SETS TWO BILLION DLR CUSTOMER REPURCHASE,	0,	[],	Neutral
985,	SENATE SEEKS U.S. PROBE OF CANADIAN CORN LEVY,	0,	[],	Neutral
986,	RICOH REORGANIZES U.S. UNITS,	0,	[],	Neutral
987,	UNITED WATER UWR  BASE TEN BASE SET VENTURE,	0,	[],	Neutral
988,	KNIGHT-RIDDER INC KRN SETS QUARTERLY,	0,	[],	Neutral
989,	TECHNITROL INC TNL SETS QUARTERLY,	0,	[],	Neutral
990,	NATIONWIDE CELLULAR SERVICE INC NCEL 4TH QTR,	0,	[],	Neutral
991,	A.H.A. AUTOMOTIVE TECHNOLOGIES CORP YEAR NET,	0,	[],	Neutral
992,	BRAZIL SUGGESTS 60-DAY SHORT-TERM CREDIT EXTENSION,	0,	[],	Neutral
993,	EMHART EMH WINS FOUR COMMUNICATIONS CONTRACTS,	1,	[wins],	Positive
994,	FLUOR FLR AND UNITS DOWNGRADED BY S/P,	0,	[],	Neutral
995,	BRUNSWICK CORP BC SELLS NOTES AT 8.199 PCT,	0,	[],	Neutral
996,	ROGERS ROG SEES 1ST QTR NET UP SIGNIFICANTLY,	0,	[],	Neutral
